Sale_Price,Area of the House from Basement (in Sqft),Years Since Renovation,Years_Since_Renovation_Bin,Age of House (in Years),House_Age_Group,No of Bathrooms,No of Bedrooms,No of Floors,Ever_Renovated_Yes,Renovation_Status
265953.0,1470.0,0,0,43,31-50 yrs,1.75,3,1.0,0,Not Renovated
545000.0,1240.0,0,0,44,31-50 yrs,2.25,3,1.0,0,Not Renovated
535000.0,1850.0,0,0,27,21-30 yrs,2.5,3,2.0,0,Not Renovated
1129575.0,2140.0,0,0,51,50+ yrs,2.75,3,1.0,0,Not Renovated
490000.0,1920.0,0,0,15,11-20 yrs,3.0,4,2.0,0,Not Renovated
319950.0,2020.0,0,0,64,50+ yrs,2.5,4,1.5,0,Not Renovated
625000.0,1300.0,0,0,58,50+ yrs,1.5,3,1.0,0,Not Renovated
248000.0,1180.0,0,0,50,31-50 yrs,1.0,3,1.0,0,Not Renovated
475000.0,1320.0,0,0,52,50+ yrs,1.75,3,1.0,0,Not Renovated
410000.0,1320.0,0,0,56,50+ yrs,2.75,6,1.0,0,Not Renovated
670000.0,1680.0,19,11-20,109,,2.5,3,3.0,1,Renovated
430000.0,2000.0,11,11-20,50,31-50 yrs,2.5,3,2.0,1,Renovated
313000.0,1180.0,0,0,64,50+ yrs,1.0,2,1.0,0,Not Renovated
950000.0,3330.0,0,0,30,21-30 yrs,3.25,3,2.5,0,Not Renovated
751750.0,1880.0,0,0,116,,2.0,2,1.5,0,Not Renovated
760000.0,2210.0,0,0,15,11-20 yrs,2.5,4,2.0,0,Not Renovated
310650.0,1510.0,0,0,49,31-50 yrs,1.75,3,1.0,0,Not Renovated
367500.0,3110.0,0,0,21,21-30 yrs,3.0,4,2.0,0,Not Renovated
580000.0,2150.0,0,0,17,11-20 yrs,2.5,4,2.0,0,Not Renovated
580000.0,1200.0,0,0,113,,2.25,3,1.5,0,Not Renovated
665000.0,2720.0,0,0,31,31-50 yrs,2.5,4,2.0,0,Not Renovated
239950.0,1560.0,0,0,39,31-50 yrs,2.25,3,2.0,0,Not Renovated
470000.0,1990.0,0,0,20,11-20 yrs,2.5,4,2.0,0,Not Renovated
733000.0,950.0,3,1-5,88,50+ yrs,1.75,3,1.0,1,Renovated
250000.0,1350.0,0,0,56,50+ yrs,2.0,4,1.0,0,Not Renovated
402000.0,1510.0,0,0,61,50+ yrs,1.75,4,1.0,0,Not Renovated
295000.0,1410.0,0,0,19,11-20 yrs,3.5,5,2.0,0,Not Renovated
355000.0,1560.0,0,0,42,31-50 yrs,2.5,5,1.0,0,Not Renovated
289000.0,1970.0,0,0,50,31-50 yrs,1.5,3,1.0,0,Not Renovated
376000.0,1470.0,0,0,36,31-50 yrs,2.25,3,2.0,0,Not Renovated
212700.0,940.0,0,0,92,50+ yrs,1.0,2,1.0,0,Not Renovated
325000.0,1780.0,0,0,35,31-50 yrs,1.75,3,1.0,0,Not Renovated
415000.0,2230.0,0,0,16,11-20 yrs,2.5,4,2.0,0,Not Renovated
935000.0,2400.0,0,0,37,31-50 yrs,2.5,3,1.0,0,Not Renovated
372000.0,1920.0,0,0,28,21-30 yrs,2.5,3,2.0,0,Not Renovated
240000.0,1020.0,0,0,61,50+ yrs,1.5,3,1.0,0,Not Renovated
334950.0,1880.0,0,0,38,31-50 yrs,1.75,3,1.0,0,Not Renovated
426500.0,2960.0,0,0,13,11-20 yrs,2.5,4,2.0,0,Not Renovated
430000.0,1300.0,0,0,66,50+ yrs,1.75,2,1.0,0,Not Renovated
400000.0,1090.0,0,0,51,50+ yrs,1.5,3,1.0,0,Not Renovated
455850.0,1120.0,0,0,54,50+ yrs,2.25,3,1.0,0,Not Renovated
1129575.0,3610.0,0,0,15,11-20 yrs,3.5,4,2.0,0,Not Renovated
400000.0,1530.0,0,0,32,31-50 yrs,1.75,3,1.0,0,Not Renovated
397500.0,1030.0,0,0,64,50+ yrs,1.0,3,1.0,0,Not Renovated
755000.0,2000.0,0,0,13,11-20 yrs,2.5,3,3.0,0,Not Renovated
287000.0,1010.0,0,0,56,50+ yrs,1.5,5,1.0,0,Not Renovated
480000.0,3620.0,0,0,42,31-50 yrs,2.5,4,2.0,0,Not Renovated
490000.0,2040.0,0,0,23,21-30 yrs,2.5,3,2.0,0,Not Renovated
365000.0,1680.0,0,0,27,21-30 yrs,2.5,3,2.0,0,Not Renovated
260000.0,1600.0,0,0,13,11-20 yrs,2.5,3,2.0,0,Not Renovated
505000.0,1480.0,0,0,89,50+ yrs,1.0,4,1.5,0,Not Renovated
260000.0,700.0,0,0,96,50+ yrs,1.0,2,1.0,0,Not Renovated
430000.0,700.0,0,0,96,50+ yrs,1.0,2,1.0,0,Not Renovated
905000.0,3520.0,0,0,25,21-30 yrs,2.5,4,2.0,0,Not Renovated
440000.0,1650.0,0,0,41,31-50 yrs,2.0,3,2.0,0,Not Renovated
439500.0,1360.0,0,0,68,50+ yrs,1.0,4,1.5,0,Not Renovated
270000.0,680.0,0,0,74,50+ yrs,2.0,3,1.0,0,Not Renovated
306500.0,1970.0,0,0,20,11-20 yrs,2.5,3,2.0,0,Not Renovated
380000.0,1310.0,0,0,15,11-20 yrs,2.0,3,2.0,0,Not Renovated
215000.0,1610.0,0,0,49,31-50 yrs,1.75,4,1.0,0,Not Renovated
299900.0,810.0,0,0,68,50+ yrs,1.0,2,1.0,0,Not Renovated
1129575.0,2820.0,0,0,23,21-30 yrs,3.5,4,2.0,0,Not Renovated
239950.0,1900.0,0,0,76,50+ yrs,1.0,3,1.5,0,Not Renovated
494000.0,1540.0,0,0,45,31-50 yrs,2.5,4,1.0,0,Not Renovated
317500.0,1010.0,0,0,55,50+ yrs,1.5,4,1.0,0,Not Renovated
670000.0,2110.0,0,0,41,31-50 yrs,2.5,4,2.0,0,Not Renovated
650000.0,3060.0,0,0,14,11-20 yrs,2.5,3,2.0,0,Not Renovated
852000.0,2620.0,0,0,35,31-50 yrs,2.5,4,2.0,0,Not Renovated
250000.0,1088.0,0,0,35,31-50 yrs,1.5,2,2.0,0,Not Renovated
264950.0,1400.0,0,0,54,50+ yrs,1.5,3,1.0,0,Not Renovated
582500.0,1020.0,0,0,76,50+ yrs,2.0,2,1.0,0,Not Renovated
384000.0,1300.0,0,0,20,11-20 yrs,2.5,3,2.0,0,Not Renovated
817000.0,1790.0,0,0,92,50+ yrs,1.5,3,1.5,0,Not Renovated
320000.0,1730.0,0,0,47,31-50 yrs,1.75,4,1.0,0,Not Renovated
445800.0,1470.0,0,0,41,31-50 yrs,2.25,4,1.0,0,Not Renovated
263300.0,900.0,0,0,67,50+ yrs,1.0,2,1.0,0,Not Renovated
215000.0,860.0,0,0,66,50+ yrs,1.0,3,1.0,0,Not Renovated
842500.0,2070.0,0,0,97,50+ yrs,4.0,5,1.5,0,Not Renovated
850000.0,2070.0,0,0,97,50+ yrs,4.0,5,1.5,0,Not Renovated
386000.0,2740.0,0,0,28,21-30 yrs,2.5,5,2.0,0,Not Renovated
251100.0,1790.0,0,0,22,21-30 yrs,2.5,4,2.0,0,Not Renovated
435000.0,1330.0,0,0,40,31-50 yrs,1.75,3,1.0,0,Not Renovated
870000.0,3610.0,0,0,18,11-20 yrs,4.0,4,2.0,0,Not Renovated
800000.0,1430.0,0,0,64,50+ yrs,1.0,6,2.0,0,Not Renovated
555000.0,1570.0,0,0,50,31-50 yrs,1.75,3,1.0,0,Not Renovated
280000.0,2280.0,0,0,86,50+ yrs,1.0,2,2.0,0,Not Renovated
356000.0,940.0,0,0,102,,1.0,3,1.0,0,Not Renovated
675000.0,2920.0,0,0,14,11-20 yrs,2.5,4,2.0,0,Not Renovated
605000.0,2260.0,0,0,42,31-50 yrs,2.25,4,2.0,0,Not Renovated
690500.0,1280.0,0,0,110,,2.0,5,1.5,0,Not Renovated
437000.0,1440.0,0,0,13,11-20 yrs,1.75,2,1.0,0,Not Renovated
850000.0,2310.0,0,0,52,50+ yrs,2.0,5,1.5,0,Not Renovated
350000.0,1340.0,0,0,114,,2.25,4,1.5,0,Not Renovated
480000.0,1490.0,0,0,92,50+ yrs,2.25,2,1.5,0,Not Renovated
379500.0,1830.0,0,0,29,21-30 yrs,2.25,3,2.0,0,Not Renovated
600000.0,4440.0,0,0,6,0-10 yrs,4.5,5,2.0,0,Not Renovated
1129575.0,3930.0,0,0,26,21-30 yrs,3.5,4,2.0,0,Not Renovated
303000.0,840.0,0,0,11,11-20 yrs,1.5,2,2.0,0,Not Renovated
800000.0,3450.0,0,0,65,50+ yrs,2.5,4,1.0,0,Not Renovated
549000.0,1220.0,0,0,112,,2.0,2,1.5,0,Not Renovated
324950.0,1210.0,0,0,54,50+ yrs,2.5,3,1.0,0,Not Renovated
170000.0,870.0,0,0,70,50+ yrs,1.0,2,1.0,0,Not Renovated
178000.0,840.0,0,0,49,31-50 yrs,1.0,3,1.0,0,Not Renovated
144000.0,1250.0,0,0,60,50+ yrs,1.0,3,1.0,0,Not Renovated
1129575.0,1980.0,19,11-20,64,50+ yrs,2.75,4,1.0,1,Renovated
258000.0,750.0,0,0,86,50+ yrs,1.0,2,1.0,0,Not Renovated
345000.0,710.0,0,0,68,50+ yrs,1.75,3,1.0,0,Not Renovated
470000.0,1620.0,0,0,53,50+ yrs,1.75,3,1.0,0,Not Renovated
1129575.0,3750.0,0,0,93,50+ yrs,2.5,5,2.0,0,Not Renovated
350000.0,980.0,0,0,49,31-50 yrs,1.5,3,1.0,0,Not Renovated
225500.0,1590.0,0,0,46,31-50 yrs,1.75,2,1.0,0,Not Renovated
473000.0,720.0,0,0,76,50+ yrs,1.0,2,1.0,0,Not Renovated
279000.0,1150.0,0,0,56,50+ yrs,1.75,3,1.0,0,Not Renovated
470000.0,880.0,0,0,70,50+ yrs,1.0,3,1.0,0,Not Renovated
565000.0,770.0,0,0,93,50+ yrs,1.75,3,1.0,0,Not Renovated
695000.0,1380.0,0,0,66,50+ yrs,2.0,3,1.0,0,Not Renovated
315000.0,1660.0,0,0,27,21-30 yrs,1.75,3,1.0,0,Not Renovated
529000.0,1880.0,0,0,25,21-30 yrs,2.5,3,2.0,0,Not Renovated
750000.0,3500.0,26,21-50,51,50+ yrs,3.75,5,1.5,1,Renovated
481500.0,1840.0,0,0,25,21-30 yrs,2.25,3,2.0,0,Not Renovated
211000.0,1060.0,0,0,31,31-50 yrs,2.0,3,1.0,0,Not Renovated
455000.0,1390.0,0,0,45,31-50 yrs,2.25,3,1.0,0,Not Renovated
238950.0,810.0,0,0,80,50+ yrs,1.0,2,1.0,0,Not Renovated
722500.0,1820.0,0,0,15,11-20 yrs,3.5,4,2.0,0,Not Renovated
795000.0,2000.0,0,0,45,31-50 yrs,2.5,4,1.0,0,Not Renovated
327500.0,2240.0,0,0,47,31-50 yrs,2.25,4,2.0,0,Not Renovated
585000.0,3400.0,0,0,12,11-20 yrs,3.0,4,2.0,0,Not Renovated
775000.0,1940.0,48,21-50,79,50+ yrs,2.0,4,1.0,1,Renovated
645000.0,2780.0,0,0,17,11-20 yrs,2.5,4,2.0,0,Not Renovated
445000.0,1670.0,0,0,50,31-50 yrs,2.75,4,1.0,0,Not Renovated
257950.0,1370.0,0,0,31,31-50 yrs,1.75,3,1.0,0,Not Renovated
375000.0,1230.0,0,0,59,50+ yrs,1.75,5,1.0,0,Not Renovated
245000.0,1610.0,0,0,24,21-30 yrs,2.5,3,2.0,0,Not Renovated
725000.0,3410.0,0,0,28,21-30 yrs,2.5,3,2.0,0,Not Renovated
702000.0,2810.0,0,0,13,11-20 yrs,2.5,4,2.0,0,Not Renovated
330000.0,1850.0,12,11-20,75,50+ yrs,1.75,3,2.0,1,Renovated
940000.0,1790.0,0,0,106,,1.5,3,1.5,0,Not Renovated
354500.0,1150.0,0,0,68,50+ yrs,1.0,3,1.5,0,Not Renovated
279950.0,2420.0,0,0,104,,2.75,4,1.5,0,Not Renovated
284000.0,1180.0,0,0,29,21-30 yrs,2.25,3,1.0,0,Not Renovated
480000.0,1560.0,0,0,59,50+ yrs,2.0,5,1.0,0,Not Renovated
647500.0,1560.0,0,0,59,50+ yrs,2.0,5,1.0,0,Not Renovated
625000.0,2750.0,0,0,25,21-30 yrs,2.5,3,2.0,0,Not Renovated
152000.0,920.0,0,0,40,31-50 yrs,1.0,3,1.0,0,Not Renovated
322000.0,960.0,0,0,57,50+ yrs,1.0,3,1.0,0,Not Renovated
445000.0,870.0,0,0,102,,1.75,3,1.0,0,Not Renovated
595000.0,1560.0,0,0,111,,1.0,3,1.5,0,Not Renovated
165000.0,980.0,0,0,37,31-50 yrs,1.0,3,1.0,0,Not Renovated
278500.0,1940.0,0,0,28,21-30 yrs,2.5,4,2.0,0,Not Renovated
517500.0,1370.0,0,0,45,31-50 yrs,1.75,3,1.0,0,Not Renovated
343566.0,1100.0,0,0,64,50+ yrs,1.0,2,1.0,0,Not Renovated
286285.0,1170.0,0,0,41,31-50 yrs,2.25,4,1.0,0,Not Renovated
474905.0,1340.0,0,0,59,50+ yrs,1.5,4,1.0,0,Not Renovated
550000.0,1400.0,0,0,58,50+ yrs,1.75,3,1.0,0,Not Renovated
286000.0,2060.0,0,0,25,21-30 yrs,2.5,4,2.0,0,Not Renovated
900000.0,1770.0,0,0,38,31-50 yrs,3.25,3,1.0,0,Not Renovated
449950.0,1610.0,0,0,33,31-50 yrs,2.25,3,2.0,0,Not Renovated
259000.0,1490.0,0,0,52,50+ yrs,1.5,4,2.0,0,Not Renovated
340000.0,1540.0,0,0,49,31-50 yrs,2.25,3,1.0,0,Not Renovated
785000.0,3440.0,0,0,24,21-30 yrs,2.5,4,2.0,0,Not Renovated
490000.0,1130.0,0,0,108,,1.0,2,1.5,0,Not Renovated
344950.0,1400.0,0,0,77,50+ yrs,2.0,4,1.0,0,Not Renovated
950000.0,1880.0,0,0,113,,2.0,3,2.0,0,Not Renovated
810000.0,1000.0,0,0,60,50+ yrs,1.75,4,1.0,0,Not Renovated
998160.0,1260.0,0,0,42,31-50 yrs,2.5,2,1.0,0,Not Renovated
377000.0,1150.0,0,0,39,31-50 yrs,1.75,3,1.0,0,Not Renovated
595000.0,1530.0,0,0,34,31-50 yrs,2.0,3,1.0,0,Not Renovated
313300.0,970.0,77,50+,107,,1.0,2,1.0,1,Renovated
360000.0,1550.0,0,0,77,50+ yrs,1.75,5,1.5,0,Not Renovated
188000.0,1660.0,0,0,39,31-50 yrs,1.75,3,1.0,0,Not Renovated
755000.0,3680.0,0,0,24,21-30 yrs,2.5,3,1.5,0,Not Renovated
1129575.0,2290.0,14,11-20,101,,3.5,5,2.0,1,Renovated
455000.0,1480.0,0,0,78,50+ yrs,1.0,3,2.5,0,Not Renovated
817500.0,2680.0,0,0,13,11-20 yrs,3.5,5,2.0,0,Not Renovated
550000.0,1700.0,0,0,16,11-20 yrs,2.25,3,3.0,0,Not Renovated
260000.0,1240.0,0,0,40,31-50 yrs,1.75,3,1.0,0,Not Renovated
320000.0,1550.0,0,0,19,11-20 yrs,2.0,3,1.5,0,Not Renovated
1129575.0,2650.0,0,0,19,11-20 yrs,3.25,3,1.0,0,Not Renovated
362000.0,1460.0,0,0,33,31-50 yrs,2.5,4,1.0,0,Not Renovated
503500.0,1350.0,0,0,21,21-30 yrs,2.5,3,2.0,0,Not Renovated
653000.0,2290.0,0,0,12,11-20 yrs,2.5,3,2.0,0,Not Renovated
760000.0,3370.0,0,0,27,21-30 yrs,2.75,4,2.0,0,Not Renovated
775000.0,1090.0,0,0,102,,1.75,4,1.0,0,Not Renovated
1129575.0,2130.0,0,0,63,50+ yrs,3.75,4,1.5,0,Not Renovated
417500.0,1360.0,0,0,64,50+ yrs,1.75,5,1.0,0,Not Renovated
525000.0,1220.0,0,0,49,31-50 yrs,1.5,3,1.0,0,Not Renovated
217000.0,730.0,0,0,84,50+ yrs,1.0,2,1.0,0,Not Renovated
525000.0,1640.0,0,0,33,31-50 yrs,2.75,4,1.0,0,Not Renovated
442500.0,1890.0,0,0,42,31-50 yrs,2.25,4,1.0,0,Not Renovated
525000.0,1710.0,0,0,63,50+ yrs,1.75,4,1.0,0,Not Renovated
425500.0,1520.0,0,0,51,50+ yrs,1.75,4,1.0,0,Not Renovated
710000.0,2930.0,0,0,28,21-30 yrs,2.75,3,2.0,0,Not Renovated
545000.0,1930.0,0,0,27,21-30 yrs,3.0,4,1.0,0,Not Renovated
410000.0,2910.0,0,0,51,50+ yrs,2.75,5,1.5,0,Not Renovated
245000.0,1200.0,0,0,38,31-50 yrs,2.25,3,1.0,0,Not Renovated
194900.0,810.0,0,0,95,50+ yrs,1.0,2,1.0,0,Not Renovated
284000.0,2000.0,0,0,15,11-20 yrs,2.5,4,2.0,0,Not Renovated
280000.0,1520.0,0,0,82,50+ yrs,1.75,2,1.5,0,Not Renovated
280000.0,1040.0,0,0,48,31-50 yrs,1.75,3,1.0,0,Not Renovated
360000.0,1010.0,0,0,75,50+ yrs,2.0,4,1.0,0,Not Renovated
405000.0,720.0,0,0,76,50+ yrs,1.0,2,1.0,0,Not Renovated
865000.0,3560.0,0,0,18,11-20 yrs,2.5,4,2.0,0,Not Renovated
483300.0,1210.0,0,0,63,50+ yrs,2.0,4,1.0,0,Not Renovated
355000.0,2130.0,0,0,33,31-50 yrs,2.5,4,2.0,0,Not Renovated
274950.0,1180.0,0,0,28,21-30 yrs,2.25,3,1.0,0,Not Renovated
1129575.0,2880.0,0,0,20,11-20 yrs,4.5,3,2.0,0,Not Renovated
755000.0,2690.0,0,0,29,21-30 yrs,3.25,3,2.0,0,Not Renovated
1129575.0,6220.0,0,0,18,11-20 yrs,5.75,4,2.0,0,Not Renovated
309212.0,1150.0,0,0,39,31-50 yrs,1.75,3,1.0,0,Not Renovated
219950.0,1150.0,0,0,34,31-50 yrs,2.25,3,1.0,0,Not Renovated
690000.0,1300.0,0,0,98,50+ yrs,2.5,3,1.5,0,Not Renovated
250800.0,1170.0,0,0,75,50+ yrs,1.75,3,1.0,0,Not Renovated
557500.0,2510.0,0,0,24,21-30 yrs,2.0,3,1.0,0,Not Renovated
941000.0,1820.0,0,0,92,50+ yrs,1.75,4,1.5,0,Not Renovated
1129575.0,3910.0,0,0,82,50+ yrs,4.75,6,1.5,0,Not Renovated
305000.0,1230.0,0,0,41,31-50 yrs,2.75,4,1.0,0,Not Renovated
815000.0,2060.0,0,0,69,50+ yrs,1.5,4,1.0,0,Not Renovated
1020000.0,1800.0,34,21-50,64,50+ yrs,2.5,3,1.0,1,Renovated
1129575.0,2330.0,0,0,90,50+ yrs,3.0,4,1.5,0,Not Renovated
535000.0,2110.0,0,0,28,21-30 yrs,2.5,3,2.0,0,Not Renovated
775000.0,1175.0,0,0,69,50+ yrs,1.0,3,1.0,0,Not Renovated
255000.0,1590.0,0,0,24,21-30 yrs,2.0,3,1.0,0,Not Renovated
327000.0,1070.0,0,0,71,50+ yrs,1.0,2,1.0,0,Not Renovated
560000.0,2240.0,0,0,42,31-50 yrs,2.0,4,2.0,0,Not Renovated
1129575.0,2980.0,0,0,20,11-20 yrs,3.5,4,2.0,0,Not Renovated
199500.0,1160.0,0,0,41,31-50 yrs,1.75,3,1.0,0,Not Renovated
760000.0,3580.0,0,0,14,11-20 yrs,2.5,4,2.0,0,Not Renovated
439000.0,1980.0,0,0,24,21-30 yrs,2.25,3,3.0,0,Not Renovated
527000.0,1410.0,0,0,57,50+ yrs,2.25,4,1.0,0,Not Renovated
199950.0,1300.0,0,0,70,50+ yrs,2.75,3,1.5,0,Not Renovated
254000.0,1660.0,0,0,30,21-30 yrs,2.25,3,2.0,0,Not Renovated
393000.0,830.0,0,0,97,50+ yrs,1.0,2,1.0,0,Not Renovated
585000.0,1860.0,0,0,39,31-50 yrs,2.25,5,1.0,0,Not Renovated
450000.0,1150.0,0,0,95,50+ yrs,2.0,2,1.0,0,Not Renovated
565000.0,1670.0,0,0,13,11-20 yrs,1.75,2,1.0,0,Not Renovated
330000.0,1300.0,0,0,32,31-50 yrs,2.25,5,1.0,0,Not Renovated
870000.0,2320.0,0,0,26,21-30 yrs,2.0,3,1.5,0,Not Renovated
585000.0,1460.0,0,0,52,50+ yrs,2.5,4,1.0,0,Not Renovated
500000.0,2110.0,0,0,41,31-50 yrs,2.5,3,2.0,0,Not Renovated
225000.0,1150.0,0,0,39,31-50 yrs,2.0,3,1.0,0,Not Renovated
295000.0,1150.0,0,0,39,31-50 yrs,2.0,3,1.0,0,Not Renovated
775000.0,1920.0,0,0,42,31-50 yrs,2.75,3,1.0,0,Not Renovated
280000.0,1370.0,0,0,37,31-50 yrs,1.0,3,1.0,0,Not Renovated
539000.0,1280.0,0,0,95,50+ yrs,2.5,3,1.5,0,Not Renovated
567500.0,2570.0,0,0,65,50+ yrs,1.75,3,1.0,0,Not Renovated
442500.0,1310.0,0,0,58,50+ yrs,2.25,4,1.0,0,Not Renovated
598200.0,2980.0,0,0,21,21-30 yrs,3.75,5,3.0,0,Not Renovated
610000.0,2300.0,0,0,63,50+ yrs,2.5,4,2.0,0,Not Renovated
544900.0,1990.0,0,0,14,11-20 yrs,2.5,3,2.0,0,Not Renovated
557500.0,2390.0,0,0,17,11-20 yrs,2.5,4,2.0,0,Not Renovated
532500.0,1430.0,0,0,39,31-50 yrs,2.5,3,1.0,0,Not Renovated
1129575.0,3300.0,0,0,33,31-50 yrs,3.25,4,2.0,0,Not Renovated
750000.0,1040.0,0,0,98,50+ yrs,2.0,3,1.0,0,Not Renovated
530000.0,2030.0,0,0,35,31-50 yrs,2.5,3,2.0,0,Not Renovated
346100.0,1400.0,0,0,15,11-20 yrs,2.5,3,2.0,0,Not Renovated
260000.0,2320.0,0,0,41,31-50 yrs,2.25,4,2.0,0,Not Renovated
365000.0,1410.0,0,0,59,50+ yrs,1.75,3,1.0,0,Not Renovated
615000.0,930.0,0,0,35,31-50 yrs,2.0,3,1.0,0,Not Renovated
318400.0,1820.0,0,0,24,21-30 yrs,2.5,4,2.0,0,Not Renovated
498500.0,1910.0,0,0,25,21-30 yrs,2.5,4,2.0,0,Not Renovated
450000.0,1540.0,0,0,47,31-50 yrs,1.75,3,1.0,0,Not Renovated
200000.0,1430.0,0,0,30,21-30 yrs,2.0,3,1.0,0,Not Renovated
234000.0,1010.0,0,0,50,31-50 yrs,1.0,3,1.0,0,Not Renovated
121800.0,940.0,0,0,71,50+ yrs,1.0,2,1.0,0,Not Renovated
805000.0,1600.0,0,0,89,50+ yrs,2.75,3,1.5,0,Not Renovated
410000.0,1220.0,4,1-5,55,50+ yrs,2.25,4,1.0,1,Renovated
475000.0,1920.0,0,0,32,31-50 yrs,2.5,3,2.0,0,Not Renovated
1129575.0,2900.0,0,0,32,31-50 yrs,2.5,4,2.0,0,Not Renovated
269000.0,1020.0,34,21-50,71,50+ yrs,1.0,1,1.0,1,Renovated
573000.0,2150.0,0,0,39,31-50 yrs,2.25,4,2.0,0,Not Renovated
330000.0,1660.0,0,0,17,11-20 yrs,2.5,3,2.0,0,Not Renovated
252750.0,1230.0,0,0,74,50+ yrs,1.0,4,1.5,0,Not Renovated
745000.0,2170.0,0,0,11,11-20 yrs,2.5,2,1.0,0,Not Renovated
280000.0,1280.0,0,0,27,21-30 yrs,2.0,3,1.0,0,Not Renovated
535000.0,1380.0,0,0,44,31-50 yrs,2.5,4,1.0,0,Not Renovated
580000.0,1320.0,0,0,65,50+ yrs,1.5,4,1.0,0,Not Renovated
301000.0,1220.0,0,0,50,31-50 yrs,1.75,3,1.0,0,Not Renovated
600000.0,1740.0,0,0,50,31-50 yrs,1.75,4,1.0,0,Not Renovated
538900.0,3040.0,0,0,13,11-20 yrs,3.0,5,2.0,0,Not Renovated
366000.0,2370.0,0,0,12,11-20 yrs,2.5,3,2.0,0,Not Renovated
303000.0,2100.0,0,0,15,11-20 yrs,2.5,4,2.0,0,Not Renovated
432000.0,1090.0,0,0,11,11-20 yrs,2.25,3,2.0,0,Not Renovated
300000.0,820.0,0,0,73,50+ yrs,1.5,2,1.0,0,Not Renovated
908800.0,2430.0,0,0,79,50+ yrs,3.0,3,2.0,0,Not Renovated
500000.0,970.0,0,0,78,50+ yrs,1.5,3,1.0,0,Not Renovated
254000.0,1740.0,0,0,59,50+ yrs,2.0,5,1.0,0,Not Renovated
470000.0,1340.0,0,0,94,50+ yrs,1.5,5,1.5,0,Not Renovated
480000.0,1460.0,0,0,51,50+ yrs,2.0,3,1.0,0,Not Renovated
536000.0,1150.0,0,0,35,31-50 yrs,1.75,3,1.0,0,Not Renovated
1129575.0,3640.0,0,0,12,11-20 yrs,3.5,4,2.0,0,Not Renovated
550000.0,1980.0,0,0,38,31-50 yrs,2.25,3,1.0,0,Not Renovated
260000.0,1240.0,0,0,42,31-50 yrs,1.75,3,1.0,0,Not Renovated
284900.0,890.0,0,0,12,11-20 yrs,1.5,2,2.0,0,Not Renovated
740000.0,1530.0,0,0,16,11-20 yrs,2.5,3,2.0,0,Not Renovated
425000.0,1030.0,0,0,98,50+ yrs,1.0,2,1.0,0,Not Renovated
230000.0,1120.0,0,0,53,50+ yrs,1.0,3,1.0,0,Not Renovated
675000.0,1710.0,0,0,92,50+ yrs,1.5,3,2.0,0,Not Renovated
267500.0,1650.0,0,0,32,31-50 yrs,1.75,3,1.0,0,Not Renovated
814000.0,1420.0,0,0,66,50+ yrs,2.5,4,1.0,0,Not Renovated
1129575.0,3310.0,0,0,29,21-30 yrs,3.0,4,1.5,0,Not Renovated
460000.0,1320.0,0,0,33,31-50 yrs,2.0,3,1.0,0,Not Renovated
445000.0,2250.0,0,0,24,21-30 yrs,2.5,3,2.0,0,Not Renovated
715000.0,2890.0,0,0,14,11-20 yrs,2.5,3,2.0,0,Not Renovated
425000.0,1060.0,0,0,71,50+ yrs,1.75,3,1.0,0,Not Renovated
370000.0,2130.0,0,0,9,0-10 yrs,2.5,4,2.0,0,Not Renovated
302000.0,780.0,0,0,81,50+ yrs,1.75,2,1.0,0,Not Renovated
453000.0,1060.0,0,0,62,50+ yrs,1.75,4,1.0,0,Not Renovated
290000.0,1280.0,0,0,49,31-50 yrs,1.75,3,1.0,0,Not Renovated
1040000.0,3170.0,0,0,30,21-30 yrs,2.5,4,2.0,0,Not Renovated
925000.0,2260.0,0,0,51,50+ yrs,2.25,4,1.0,0,Not Renovated
600000.0,2030.0,0,0,25,21-30 yrs,1.75,3,1.0,0,Not Renovated
354000.0,1060.0,0,0,37,31-50 yrs,1.5,3,1.0,0,Not Renovated
204950.0,1180.0,0,0,40,31-50 yrs,1.75,4,1.0,0,Not Renovated
675000.0,2990.0,0,0,13,11-20 yrs,2.5,4,2.0,0,Not Renovated
995000.0,3530.0,0,0,32,31-50 yrs,3.25,4,2.0,0,Not Renovated
800000.0,1500.0,0,0,61,50+ yrs,2.0,5,1.0,0,Not Renovated
472500.0,1650.0,0,0,22,21-30 yrs,2.5,3,2.0,0,Not Renovated
549950.0,1510.0,0,0,49,31-50 yrs,2.5,4,1.0,0,Not Renovated
575575.0,998.0,0,0,93,50+ yrs,1.75,3,1.0,0,Not Renovated
545000.0,2356.0,0,0,12,11-20 yrs,3.25,4,1.0,0,Not Renovated
340000.0,1630.0,0,0,55,50+ yrs,2.25,3,1.0,0,Not Renovated
225000.0,960.0,0,0,55,50+ yrs,1.0,3,1.0,0,Not Renovated
299950.0,1460.0,0,0,35,31-50 yrs,1.75,2,1.0,0,Not Renovated
829900.0,2640.0,0,0,17,11-20 yrs,3.5,4,2.0,0,Not Renovated
340000.0,2090.0,0,0,11,11-20 yrs,2.5,4,2.0,0,Not Renovated
515000.0,1470.0,0,0,43,31-50 yrs,2.25,4,1.0,0,Not Renovated
601000.0,2090.0,0,0,26,21-30 yrs,2.5,4,2.0,0,Not Renovated
470000.0,2070.0,0,0,24,21-30 yrs,2.5,3,2.0,0,Not Renovated
